loan_amnt,term,int_rate,installment,annual_inc,verification_status,issue_d,addr_state,dti,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,revol_bal,revol_util,total_acc,delinq_amnt,pub_rec_bankruptcies,target,has_public_record,has_delinquency,pub_rec_bankruptcies_missing,revol_util_missing,emp_length_missing,credit_history_months,dti_bin,loan_to_income,installment_to_income,revol_bal_to_income,open_acc_ratio,fico_avg,grade_ordinal,emp_length_years,home_ownership_grouped,is_income_verified,purpose_grouped
35000.0,60,13.49,805.17,90000.0,Verified,2011-10-01,CT,19.09,2002-01-01,2.0,,,10.0,37902.0,0.433,31.0,0.0,0.0,0,0.0,0.0,0,0,0,117.0,moderate_10_20,0.3888888888888889,0.107356,0.42113333333333336,0.3225806451612903,747.0,3,8.0,OWN,1,debt_consolidation
16000.0,36,6.03,486.97,67200.0,Verified,2011-09-01,TX,15.05,1997-01-01,2.0,,,6.0,9350.0,0.26,31.0,0.0,0.0,0,0.0,0.0,0,0,0,176.0,moderate_10_20,0.23809523809523808,0.08695892857142858,0.13913690476190477,0.1935483870967742,772.0,1,7.0,MORTGAGE,1,debt_consolidation
28250.0,36,16.77,1003.96,120000.0,Source Verified,2011-09-01,IL,6.19,1995-08-01,0.0,15.0,,7.0,23825.0,0.766,19.0,0.0,0.0,0,0.0,1.0,0,0,0,193.0,low_0_10,0.23541666666666666,0.100396,0.19854166666666667,0.3684210526315789,702.0,4,7.0,MORTGAGE,1,debt_consolidation
20000.0,60,18.25,510.6,84000.0,Verified,2011-09-01,CA,23.14,1986-11-01,0.0,49.0,113.0,19.0,29146.0,0.521,28.0,0.0,1.0,0,1.0,0.0,0,0,0,298.0,high_20_30,0.23809523809523808,0.07294285714285716,0.3469761904761905,0.6785714285714286,682.0,4,8.0,RENT,1,debt_consolidation
16000.0,36,6.62,491.26,75000.0,Not Verified,2011-09-01,OH,5.55,1999-07-01,3.0,,,12.0,0.0,0.0,29.0,0.0,0.0,0,0.0,0.0,0,0,0,146.0,low_0_10,0.21333333333333335,0.0786016,0.0,0.41379310344827586,802.0,1,3.0,MORTGAGE,0,other_minor
5000.0,36,6.03,152.18,115000.0,Verified,2011-09-01,MI,7.07,1996-01-01,1.0,,,6.0,2175.0,0.25,23.0,0.0,0.0,0,0.0,0.0,0,0,0,188.0,low_0_10,0.043478260869565216,0.015879652173913045,0.01891304347826087,0.2608695652173913,782.0,1,10.0,MORTGAGE,1,medical
18950.0,36,15.96,665.86,60000.0,Verified,2011-09-01,DC,18.0,1993-05-01,1.0,20.0,,4.0,14244.0,0.823,13.0,0.0,0.0,0,0.0,1.0,0,0,0,220.0,moderate_10_20,0.31583333333333335,0.13317199999999998,0.2374,0.3076923076923077,687.0,3,7.0,RENT,1,debt_consolidation
12000.0,36,16.77,426.47,44004.0,Verified,2011-09-01,MT,14.29,2005-06-01,2.0,45.0,,6.0,0.0,0.0,11.0,0.0,0.0,1,0.0,0.0,0,0,0,75.0,moderate_10_20,0.2727024815925825,0.11629942732478867,0.0,0.5454545454545454,667.0,4,0.0,MORTGAGE,1,home_improvement
1800.0,36,14.27,61.76,57000.0,Not Verified,2011-09-01,FL,7.22,2006-11-01,1.0,,,3.0,2729.0,0.496,3.0,0.0,0.0,0,0.0,0.0,0,0,0,58.0,low_0_10,0.031578947368421054,0.013002105263157895,0.04787719298245614,1.0,707.0,3,0.0,RENT,0,major_purchase
30000.0,60,16.77,741.88,129000.0,Verified,2011-10-01,TX,21.69,1996-07-01,0.0,,,11.0,25187.0,0.866,19.0,0.0,0.0,0,0.0,0.0,0,0,0,183.0,high_20_30,0.23255813953488372,0.06901209302325581,0.19524806201550388,0.5789473684210527,727.0,4,0.0,RENT,1,debt_consolidation
2500.0,36,6.62,76.76,15889.2,Verified,2011-10-01,PA,19.86,1972-10-01,3.0,,,10.0,10963.0,0.537,30.0,0.0,0.0,0,0.0,0.0,0,0,1,467.9,moderate_10_20,0.15733957656773154,0.057971452307227556,0.6899655111648163,0.3333333333333333,767.0,1,,RENT,1,debt_consolidation
25000.0,60,10.65,539.21,87500.0,Verified,2011-10-01,PA,13.97,1991-02-01,0.0,,,10.0,6828.0,0.464,22.0,0.0,0.0,1,0.0,0.0,0,0,0,247.9,moderate_10_20,0.2857142857142857,0.07394880000000001,0.07803428571428571,0.45454545454545453,757.0,2,7.0,MORTGAGE,1,debt_consolidation
28000.0,60,10.65,603.92,80000.0,Verified,2011-10-01,CA,14.05,1999-11-01,0.0,,,6.0,6904.0,0.243,18.0,0.0,0.0,0,0.0,0.0,0,0,0,143.0,moderate_10_20,0.35,0.09058799999999999,0.0863,0.3333333333333333,762.0,2,1.0,RENT,1,credit_card
5000.0,36,7.51,155.56,92000.0,Not Verified,2011-09-01,MA,13.28,1997-03-01,3.0,30.0,,12.0,81001.0,0.52,36.0,0.0,0.0,1,0.0,0.0,0,0,0,174.0,moderate_10_20,0.05434782608695652,0.020290434782608696,0.880445652173913,0.3333333333333333,742.0,1,9.0,MORTGAGE,0,home_improvement
35000.0,60,12.69,790.82,208000.0,Verified,2011-10-01,NJ,10.59,1994-08-01,2.0,28.0,,15.0,80131.0,0.183,31.0,0.0,0.0,0,0.0,0.0,0,0,0,206.0,moderate_10_20,0.16826923076923078,0.04562423076923077,0.38524519230769233,0.4838709677419355,782.0,2,10.0,MORTGAGE,1,home_improvement
4200.0,36,12.69,140.89,120000.0,Verified,2011-09-01,AL,6.35,1996-01-01,1.0,46.0,,15.0,2813.0,0.402,26.0,0.0,0.0,0,0.0,0.0,0,0,0,188.0,low_0_10,0.035,0.014088999999999999,0.023441666666666666,0.5769230769230769,682.0,2,2.0,MORTGAGE,1,home_improvement
25875.0,60,22.06,715.53,60000.0,Verified,2011-10-01,TX,15.18,2001-05-01,0.0,,,4.0,21970.0,0.999,17.0,0.0,0.0,1,0.0,0.0,0,0,0,125.0,moderate_10_20,0.43125,0.143106,0.36616666666666664,0.23529411764705882,702.0,6,10.0,RENT,1,debt_consolidation
1500.0,36,19.03,55.01,64000.0,Not Verified,2011-09-01,RI,16.76,1997-11-01,2.0,43.0,88.0,29.0,6637.0,0.763,49.0,0.0,1.0,0,1.0,0.0,0,0,0,166.0,moderate_10_20,0.0234375,0.010314375,0.103703125,0.5918367346938775,682.0,5,2.0,RENT,0,debt_consolidation
15250.0,60,12.69,344.57,29744.0,Verified,2011-09-01,OH,22.83,2001-08-01,2.0,,,9.0,1535.0,0.066,20.0,0.0,0.0,1,0.0,0.0,0,0,0,121.0,high_20_30,0.5127084454007531,0.13901425497579345,0.05160704679935449,0.45,742.0,2,7.0,RENT,1,debt_consolidation
4000.0,36,16.29,141.21,32500.0,Source Verified,2011-09-01,CA,6.42,2007-09-01,0.0,,,5.0,5915.0,0.725,5.0,0.0,0.0,0,0.0,0.0,0,0,0,48.0,low_0_10,0.12307692307692308,0.05213907692307692,0.182,1.0,677.0,4,5.0,RENT,1,debt_consolidation
15000.0,60,11.71,331.48,80000.0,Source Verified,2011-09-01,CA,11.88,2001-03-01,0.0,,,15.0,8659.0,0.213,37.0,0.0,0.0,0,0.0,0.0,0,0,0,126.0,moderate_10_20,0.1875,0.049722,0.1082375,0.40540540540540543,742.0,2,0.0,RENT,1,major_purchase
12000.0,36,6.03,365.23,47000.0,Not Verified,2011-09-01,CA,14.22,2003-02-01,0.0,,,7.0,8034.0,0.336,16.0,0.0,0.0,0,0.0,0.0,0,0,0,103.0,moderate_10_20,0.2553191489361702,0.09325021276595745,0.17093617021276597,0.4375,762.0,1,8.0,RENT,0,credit_card
10625.0,36,6.62,326.23,40000.0,Verified,2011-09-01,CA,16.89,2003-10-01,1.0,,,8.0,1099.0,0.088,17.0,0.0,0.0,0,0.0,0.0,0,0,0,95.0,moderate_10_20,0.265625,0.09786900000000001,0.027475,0.47058823529411764,757.0,1,0.0,MORTGAGE,1,small_business
10000.0,36,12.69,335.45,43200.0,Not Verified,2011-09-01,KS,5.83,1995-05-01,0.0,72.0,,5.0,5657.0,0.844,27.0,0.0,0.0,0,0.0,0.0,0,0,0,196.0,low_0_10,0.23148148148148148,0.09318055555555554,0.13094907407407408,0.18518518518518517,682.0,2,5.0,MORTGAGE,0,debt_consolidation
5500.0,36,14.65,189.72,73700.0,Verified,2011-09-01,IL,12.98,1997-07-01,1.0,50.0,,8.0,4450.0,0.601,14.0,0.0,0.0,0,0.0,0.0,0,0,0,170.0,moderate_10_20,0.07462686567164178,0.030890637720488466,0.060379918588873815,0.5714285714285714,667.0,3,0.0,RENT,1,debt_consolidation
3500.0,36,13.49,118.76,79500.0,Not Verified,2011-09-01,WI,22.97,2000-03-01,2.0,46.0,,7.0,27502.0,0.948,16.0,0.0,0.0,0,0.0,0.0,0,0,0,138.0,high_20_30,0.0440251572327044,0.017926037735849058,0.345937106918239,0.4375,692.0,3,4.0,RENT,0,debt_consolidation
5000.0,36,6.62,153.52,40000.0,Source Verified,2011-09-01,MI,21.03,1999-08-01,3.0,,,11.0,1191.0,0.023,17.0,0.0,0.0,0,0.0,0.0,0,0,0,145.0,high_20_30,0.125,0.04605600000000001,0.029775,0.6470588235294118,777.0,1,10.0,MORTGAGE,1,home_improvement
6200.0,36,12.42,207.18,46200.0,Source Verified,2011-09-01,NY,7.9,2007-07-01,0.0,,,7.0,8549.0,0.385,9.0,0.0,0.0,0,0.0,0.0,0,0,0,50.0,low_0_10,0.1341991341991342,0.05381298701298701,0.18504329004329004,0.7777777777777778,697.0,2,5.0,RENT,1,other
3000.0,36,7.9,93.88,39000.0,Source Verified,2011-09-01,PA,14.86,2003-11-01,1.0,,,11.0,1865.0,0.262,13.0,0.0,0.0,0,0.0,0.0,0,0,0,94.0,moderate_10_20,0.07692307692307693,0.028886153846153846,0.04782051282051282,0.8461538461538461,722.0,1,0.0,RENT,1,small_business
16000.0,60,18.64,411.89,91000.0,Verified,2011-09-01,PA,20.31,2002-04-01,2.0,,,12.0,17809.0,0.809,21.0,0.0,0.0,0,0.0,0.0,0,0,0,113.0,high_20_30,0.17582417582417584,0.05431516483516484,0.1957032967032967,0.5714285714285714,677.0,5,1.0,RENT,1,debt_consolidation
6000.0,36,11.71,198.46,45000.0,Not Verified,2011-09-01,TX,17.33,1996-10-01,0.0,20.0,,13.0,7483.0,0.538,27.0,0.0,0.0,0,0.0,1.0,0,0,0,179.0,moderate_10_20,0.13333333333333333,0.052922666666666666,0.1662888888888889,0.48148148148148145,677.0,2,1.0,RENT,0,medical
30000.0,60,15.96,728.91,174996.0,Verified,2011-10-01,MI,0.0,1995-11-01,7.0,,,6.0,0.0,0.0,39.0,0.0,0.0,0,0.0,0.0,0,0,0,191.0,low_0_10,0.1714324898854831,0.04998354248097099,0.0,0.15384615384615385,802.0,3,5.0,MORTGAGE,1,other
6000.0,36,11.71,198.46,150792.0,Source Verified,2011-09-01,FL,21.49,1987-02-01,0.0,69.0,,10.0,16223.0,0.705,17.0,0.0,0.0,0,0.0,0.0,0,0,0,294.9,high_20_30,0.039789909279006844,0.015793410791023397,0.10758528303888801,0.5882352941176471,677.0,2,10.0,MORTGAGE,1,home_improvement
15000.0,36,14.27,514.64,104000.0,Source Verified,2011-09-01,CA,17.43,2002-09-01,1.0,,,13.0,17620.0,0.688,40.0,0.0,0.0,1,0.0,0.0,0,0,0,108.0,moderate_10_20,0.14423076923076922,0.059381538461538465,0.16942307692307693,0.325,697.0,3,3.0,MORTGAGE,1,debt_consolidation
6800.0,60,15.27,162.74,65000.0,Verified,2011-09-01,OH,20.27,1991-10-01,1.0,,,8.0,5152.0,0.678,31.0,0.0,0.0,1,0.0,0.0,0,0,0,239.0,high_20_30,0.10461538461538461,0.030044307692307693,0.07926153846153847,0.25806451612903225,692.0,3,10.0,MORTGAGE,1,debt_consolidation
15000.0,60,20.3,399.92,206000.0,Verified,2011-10-01,CT,8.62,1998-12-01,1.0,50.0,,11.0,26380.0,0.636,32.0,0.0,0.0,0,0.0,0.0,0,0,0,154.0,low_0_10,0.07281553398058252,0.02329631067961165,0.12805825242718447,0.34375,662.0,5,5.0,RENT,1,debt_consolidation
19500.0,60,13.49,448.6,57600.0,Source Verified,2011-09-01,NV,16.9,1999-04-01,2.0,,,6.0,56997.0,0.271,27.0,0.0,0.0,1,0.0,0.0,0,0,0,149.0,moderate_10_20,0.3385416666666667,0.09345833333333335,0.98953125,0.2222222222222222,752.0,3,10.0,MORTGAGE,1,home_improvement
25000.0,60,10.65,539.21,80000.0,Verified,2011-10-01,UT,19.18,1982-12-01,0.0,,,15.0,27901.0,0.584,33.0,0.0,0.0,0,0.0,0.0,0,0,0,346.0,moderate_10_20,0.3125,0.08088150000000001,0.3487625,0.45454545454545453,747.0,2,10.0,MORTGAGE,1,debt_consolidation
13800.0,36,13.49,468.25,48000.0,Verified,2011-09-01,MA,6.6,1979-09-01,2.0,31.0,22.0,5.0,787.0,0.167,15.0,0.0,0.0,0,1.0,0.0,0,0,0,384.0,low_0_10,0.2875,0.1170625,0.01639583333333333,0.3333333333333333,702.0,3,10.0,MORTGAGE,1,other
2400.0,36,11.71,79.39,22000.0,Source Verified,2011-09-01,MN,3.55,1999-09-01,0.0,55.0,,9.0,572.0,0.953,13.0,0.0,0.0,0,0.0,0.0,0,0,0,144.0,low_0_10,0.10909090909090909,0.043303636363636364,0.026,0.6923076923076923,712.0,2,0.0,MORTGAGE,1,home_improvement
12500.0,60,13.49,287.56,66000.0,Verified,2011-09-01,GA,22.58,1990-10-01,0.0,18.0,,13.0,24974.0,0.484,24.0,0.0,0.0,1,0.0,1.0,0,0,0,251.0,high_20_30,0.1893939393939394,0.052283636363636365,0.3783939393939394,0.5416666666666666,702.0,3,10.0,RENT,1,debt_consolidation
1400.0,36,14.27,48.04,33000.0,Source Verified,2011-09-01,OR,3.05,2001-03-01,0.0,50.0,,3.0,1276.0,0.851,12.0,0.0,0.0,0,0.0,0.0,0,0,0,126.0,low_0_10,0.04242424242424243,0.01746909090909091,0.03866666666666667,0.25,682.0,3,1.0,RENT,1,medical
12000.0,36,6.03,365.23,58608.0,Verified,2011-09-01,FL,8.8,1997-05-01,0.0,,,13.0,25904.0,0.434,33.0,0.0,0.0,0,0.0,0.0,0,0,0,172.0,low_0_10,0.20475020475020475,0.07478091728091728,0.441987441987442,0.3939393939393939,747.0,1,9.0,MORTGAGE,1,debt_consolidation
24000.0,60,18.64,617.83,47000.0,Verified,2011-10-01,TX,14.6,1988-09-01,2.0,,,9.0,20459.0,0.537,30.0,0.0,0.0,0,0.0,0.0,0,0,0,276.9,moderate_10_20,0.5106382978723404,0.15774382978723406,0.43529787234042555,0.3,687.0,5,3.0,OWN,1,other
7000.0,60,15.27,167.53,37500.0,Source Verified,2011-09-01,CA,22.75,2001-08-01,1.0,4.0,,8.0,3937.0,0.348,28.0,0.0,0.0,0,0.0,1.0,0,0,0,121.0,high_20_30,0.18666666666666668,0.0536096,0.10498666666666667,0.2857142857142857,687.0,3,4.0,RENT,1,other
12000.0,60,17.58,301.99,102000.0,Verified,2011-09-01,CA,19.46,2000-05-01,2.0,,,23.0,20000.0,0.659,49.0,0.0,0.0,0,0.0,0.0,0,0,0,136.0,moderate_10_20,0.11764705882352941,0.035528235294117645,0.19607843137254902,0.46938775510204084,697.0,4,5.0,MORTGAGE,1,debt_consolidation
4000.0,36,10.65,130.3,35000.0,Not Verified,2011-09-01,CA,7.44,2005-08-01,1.0,,,10.0,2983.0,0.314,13.0,0.0,0.0,0,0.0,0.0,0,0,0,73.0,low_0_10,0.11428571428571428,0.044674285714285715,0.08522857142857143,0.7692307692307693,702.0,2,1.0,RENT,0,wedding
6000.0,36,11.71,198.46,45000.0,Verified,2011-09-01,NY,19.73,1999-03-01,1.0,,106.0,12.0,6217.0,0.311,27.0,0.0,1.0,0,1.0,0.0,0,0,0,150.0,moderate_10_20,0.13333333333333333,0.052922666666666666,0.13815555555555556,0.4444444444444444,697.0,2,6.0,RENT,1,debt_consolidation
7400.0,36,7.51,230.23,31075.0,Source Verified,2011-09-01,AZ,14.17,2001-03-01,0.0,,,8.0,6639.0,0.293,10.0,0.0,0.0,0,0.0,0.0,0,0,0,126.0,moderate_10_20,0.23813354786806115,0.08890619469026548,0.21364440868865647,0.8,722.0,1,3.0,MORTGAGE,1,debt_consolidation
10000.0,60,18.25,255.3,39996.0,Verified,2011-09-01,TX,20.73,2004-07-01,0.0,,,10.0,7403.0,0.892,21.0,0.0,0.0,0,0.0,0.0,0,0,0,86.0,high_20_30,0.25002500250025,0.0765976597659766,0.1850935093509351,0.47619047619047616,677.0,4,4.0,RENT,1,debt_consolidation
12000.0,36,6.03,365.23,76000.0,Source Verified,2011-09-01,NJ,5.91,1978-01-01,1.0,48.0,,12.0,8566.0,0.222,43.0,0.0,0.0,0,0.0,0.0,0,0,0,403.9,low_0_10,0.15789473684210525,0.057667894736842105,0.11271052631578947,0.27906976744186046,782.0,1,10.0,MORTGAGE,1,debt_consolidation
14000.0,36,10.65,456.03,56000.0,Verified,2011-09-01,NC,25.8,2004-04-01,2.0,,,14.0,14620.0,0.219,26.0,0.0,0.0,0,0.0,0.0,0,0,0,89.0,high_20_30,0.25,0.09772071428571429,0.26107142857142857,0.5384615384615384,722.0,2,2.0,RENT,1,other_minor
20000.0,36,7.9,625.81,90000.0,Verified,2011-09-01,LA,14.33,1998-07-01,0.0,,,10.0,13584.0,0.473,36.0,0.0,0.0,0,0.0,0.0,0,0,0,158.0,moderate_10_20,0.2222222222222222,0.08344133333333333,0.15093333333333334,0.2777777777777778,737.0,1,4.0,MORTGAGE,1,debt_consolidation
23000.0,60,18.64,592.09,68000.0,Verified,2011-09-01,CA,20.51,1999-03-01,1.0,,,11.0,19561.0,0.881,25.0,0.0,0.0,0,0.0,0.0,0,0,0,150.0,high_20_30,0.3382352941176471,0.10448647058823529,0.28766176470588234,0.44,697.0,5,10.0,RENT,1,debt_consolidation
7400.0,36,10.65,241.05,42000.0,Not Verified,2011-09-01,MA,5.43,2008-01-01,0.0,,,7.0,12815.0,0.491,9.0,0.0,0.0,0,0.0,0.0,0,0,0,44.0,low_0_10,0.1761904761904762,0.06887142857142858,0.3051190476190476,0.7777777777777778,707.0,2,4.0,RENT,0,debt_consolidation
7000.0,36,18.64,255.32,54000.0,Not Verified,2011-09-01,AZ,6.51,1998-12-01,1.0,19.0,,3.0,452.0,0.092,16.0,0.0,0.0,0,0.0,1.0,0,0,0,153.0,low_0_10,0.12962962962962962,0.05673777777777778,0.00837037037037037,0.1875,662.0,5,6.0,MORTGAGE,0,medical
6000.0,36,7.51,186.67,130992.0,Not Verified,2011-09-01,IL,4.74,1987-07-01,4.0,,,18.0,6317.0,0.079,38.0,0.0,0.0,0,0.0,0.0,0,0,0,290.0,low_0_10,0.04580432392817882,0.01710058629534628,0.048224319042384264,0.47368421052631576,767.0,1,6.0,MORTGAGE,0,major_purchase
3600.0,36,13.49,122.15,43000.0,Source Verified,2011-09-01,WV,14.48,1998-11-01,0.0,,,6.0,3147.0,0.807,7.0,0.0,0.0,0,0.0,0.0,0,0,0,154.0,moderate_10_20,0.08372093023255814,0.03408837209302326,0.07318604651162791,0.8571428571428571,667.0,3,6.0,MORTGAGE,1,other
2500.0,60,16.77,61.83,50000.0,Verified,2011-09-01,TX,20.28,2003-10-01,0.0,,,16.0,7800.0,0.619,35.0,0.0,0.0,0,0.0,0.0,0,0,0,95.0,high_20_30,0.05,0.0148392,0.156,0.45714285714285713,677.0,4,3.0,RENT,1,debt_consolidation
5000.0,36,11.71,165.38,35000.0,Not Verified,2011-09-01,OR,14.19,1990-02-01,1.0,11.0,,7.0,1058.0,0.46,17.0,0.0,0.0,0,0.0,1.0,0,0,0,258.9,moderate_10_20,0.14285714285714285,0.056701714285714286,0.030228571428571428,0.4117647058823529,697.0,2,2.0,RENT,0,debt_consolidation
6000.0,36,7.51,186.67,125004.0,Source Verified,2011-09-01,HI,13.15,1996-01-01,0.0,,,10.0,16757.0,0.517,25.0,0.0,0.0,0,0.0,0.0,0,0,0,188.0,moderate_10_20,0.047998464049150424,0.01791974656810982,0.13405171034526894,0.4,732.0,1,10.0,RENT,1,other
22800.0,36,12.69,764.83,43000.0,Verified,2011-09-01,AR,4.6,2004-09-01,0.0,,,4.0,5019.0,0.469,4.0,0.0,0.0,0,0.0,0.0,0,0,0,84.0,low_0_10,0.5302325581395348,0.21344093023255817,0.11672093023255814,1.0,722.0,2,2.0,OWN,1,car
32000.0,36,6.62,982.52,350000.0,Source Verified,2011-09-01,CO,3.71,1995-10-01,0.0,,,9.0,16916.0,0.175,31.0,0.0,0.0,0,0.0,0.0,0,0,0,191.0,low_0_10,0.09142857142857143,0.0336864,0.048331428571428574,0.2903225806451613,777.0,1,3.0,OWN,1,home_improvement
20000.0,36,7.51,622.22,50000.0,Source Verified,2011-09-01,MA,10.03,1998-07-01,1.0,,,8.0,1224.0,0.147,23.0,0.0,0.0,0,0.0,0.0,0,0,0,158.0,moderate_10_20,0.4,0.14933280000000002,0.02448,0.34782608695652173,782.0,1,2.0,RENT,1,debt_consolidation
12800.0,60,16.77,316.54,50000.0,Source Verified,2011-09-01,MD,19.12,2004-05-01,2.0,,,15.0,12693.0,0.582,23.0,0.0,0.0,0,0.0,0.0,0,0,0,88.0,moderate_10_20,0.256,0.07596960000000001,0.25386,0.6521739130434783,687.0,4,5.0,OWN,1,home_improvement
3600.0,36,9.91,116.01,46858.08,Verified,2011-09-01,NJ,1.77,1969-06-01,2.0,43.0,,13.0,3414.0,0.04,36.0,0.0,0.0,0,0.0,0.0,0,0,1,507.0,low_0_10,0.07682773173804816,0.029709283863103227,0.07285829893158234,0.3611111111111111,722.0,2,,MORTGAGE,1,other
20000.0,60,19.03,519.15,50000.0,Verified,2011-09-01,CO,18.14,2003-11-01,0.0,,,7.0,27805.0,0.976,18.0,0.0,0.0,0,0.0,0.0,0,0,0,94.0,moderate_10_20,0.4,0.12459599999999998,0.5561,0.3888888888888889,697.0,5,1.0,RENT,1,credit_card
14000.0,36,6.03,426.1,40000.0,Verified,2011-09-01,FL,27.66,1998-12-01,0.0,,,8.0,2733.0,0.17,29.0,0.0,0.0,0,0.0,0.0,0,0,0,153.0,high_20_30,0.35,0.12783000000000003,0.068325,0.27586206896551724,767.0,1,4.0,RENT,1,other
6000.0,36,13.49,203.59,45000.0,Source Verified,2011-09-01,OK,23.68,1998-04-01,1.0,,,8.0,7872.0,0.764,16.0,0.0,0.0,1,0.0,0.0,0,0,0,161.0,high_20_30,0.13333333333333333,0.05429066666666667,0.17493333333333333,0.5,677.0,3,0.0,RENT,1,debt_consolidation
28000.0,36,9.99,903.35,124800.0,Verified,2011-09-01,FL,15.65,2000-09-01,0.0,,,14.0,40868.0,0.4,28.0,0.0,0.0,0,0.0,0.0,0,0,0,132.0,moderate_10_20,0.22435897435897437,0.08686057692307693,0.3274679487179487,0.5,727.0,2,4.0,MORTGAGE,1,credit_card
14000.0,36,6.03,426.1,180000.0,Verified,2011-09-01,CA,2.37,2000-02-01,0.0,,,6.0,9706.0,0.269,28.0,0.0,0.0,0,0.0,0.0,0,0,0,139.0,low_0_10,0.07777777777777778,0.02840666666666667,0.053922222222222226,0.21428571428571427,792.0,1,10.0,RENT,1,other_minor
16000.0,60,19.03,415.32,32004.0,Verified,2011-09-01,KS,16.99,2006-11-01,2.0,,,3.0,1618.0,0.852,9.0,0.0,0.0,0,0.0,0.0,0,0,0,58.0,moderate_10_20,0.4999375078115236,0.15572553430821148,0.05055618047744032,0.3333333333333333,707.0,5,6.0,RENT,1,debt_consolidation
18800.0,60,14.27,440.08,33000.0,Verified,2011-09-01,AR,20.25,2004-03-01,0.0,,,13.0,15851.0,0.629,17.0,0.0,0.0,0,0.0,0.0,0,0,0,90.0,high_20_30,0.5696969696969697,0.1600290909090909,0.48033333333333333,0.7647058823529411,707.0,3,7.0,RENT,1,debt_consolidation
35000.0,60,13.49,805.17,60000.0,Source Verified,2011-09-01,TX,19.04,1978-09-01,2.0,,,8.0,202.0,0.004,26.0,0.0,0.0,0,0.0,0.0,0,0,0,396.0,moderate_10_20,0.5833333333333334,0.16103399999999998,0.0033666666666666667,0.3076923076923077,797.0,3,10.0,MORTGAGE,1,debt_consolidation
14000.0,36,6.03,426.1,85000.0,Source Verified,2011-09-01,CT,8.02,1991-02-01,0.0,,,7.0,14386.0,0.188,25.0,0.0,0.0,0,0.0,0.0,0,0,0,246.9,low_0_10,0.16470588235294117,0.06015529411764707,0.16924705882352942,0.28,767.0,1,10.0,MORTGAGE,1,credit_card
4000.0,36,7.9,125.17,45000.0,Source Verified,2011-09-01,CA,16.21,1995-09-01,0.0,,,3.0,1048.0,0.304,3.0,0.0,0.0,0,0.0,0.0,0,0,0,192.0,moderate_10_20,0.08888888888888889,0.03337866666666667,0.02328888888888889,1.0,747.0,1,0.0,RENT,1,debt_consolidation
5000.0,36,10.65,162.87,41600.0,Source Verified,2011-09-01,OH,9.84,2003-05-01,3.0,,,6.0,14220.0,0.904,19.0,0.0,0.0,0,0.0,0.0,0,0,0,100.0,low_0_10,0.1201923076923077,0.04698173076923077,0.3418269230769231,0.3157894736842105,722.0,2,0.0,RENT,1,other
4000.0,36,7.9,125.17,60000.0,Not Verified,2011-09-01,IL,7.78,1995-09-01,1.0,,,4.0,78.0,0.008,20.0,0.0,0.0,0,0.0,0.0,0,0,0,192.0,low_0_10,0.06666666666666667,0.025034,0.0013,0.2,807.0,1,4.0,MORTGAGE,0,medical
5000.0,36,12.69,167.73,145000.0,Source Verified,2011-09-01,TX,12.19,1997-11-01,0.0,26.0,,9.0,11437.0,0.762,17.0,0.0,0.0,0,0.0,0.0,0,0,0,166.0,moderate_10_20,0.034482758620689655,0.01388110344827586,0.07887586206896552,0.5294117647058824,672.0,2,10.0,RENT,1,other
20000.0,60,20.3,533.23,65000.0,Verified,2011-09-01,MN,21.08,2003-10-01,1.0,,,21.0,22802.0,0.759,28.0,0.0,0.0,0,0.0,0.0,0,0,0,95.0,high_20_30,0.3076923076923077,0.09844246153846155,0.3508,0.75,672.0,5,4.0,MORTGAGE,1,debt_consolidation
5000.0,36,10.65,162.87,43680.0,Not Verified,2011-09-01,CA,16.76,2004-06-01,0.0,62.0,,8.0,7588.0,0.483,12.0,0.0,0.0,0,0.0,0.0,0,0,0,87.0,moderate_10_20,0.11446886446886446,0.044744505494505496,0.1737179487179487,0.6666666666666666,687.0,2,5.0,RENT,0,major_purchase
5300.0,60,16.77,131.07,24000.0,Source Verified,2011-09-01,IL,18.1,1997-09-01,3.0,16.0,,7.0,5343.0,0.6,10.0,0.0,0.0,0,0.0,1.0,0,0,0,168.0,moderate_10_20,0.22083333333333333,0.065535,0.222625,0.7,687.0,4,6.0,OWN,1,other_minor
20000.0,60,13.49,460.1,65000.0,Source Verified,2011-09-01,WA,8.88,1993-11-01,0.0,,,7.0,5919.0,0.392,11.0,0.0,0.0,0,0.0,0.0,0,0,0,214.0,low_0_10,0.3076923076923077,0.08494153846153847,0.09106153846153846,0.6363636363636364,722.0,3,10.0,RENT,1,debt_consolidation
12000.0,36,12.69,402.54,154000.0,Source Verified,2011-09-01,FL,4.34,1996-11-01,3.0,63.0,,8.0,5016.0,0.389,28.0,0.0,0.0,0,0.0,0.0,0,0,0,178.0,low_0_10,0.07792207792207792,0.03136675324675325,0.03257142857142857,0.2857142857142857,697.0,2,1.0,MORTGAGE,1,debt_consolidation
6000.0,36,6.03,182.62,60000.0,Not Verified,2011-09-01,FL,10.28,2004-10-01,0.0,,,8.0,7265.0,0.276,23.0,0.0,0.0,0,0.0,0.0,0,0,0,83.0,moderate_10_20,0.1,0.036524,0.12108333333333333,0.34782608695652173,762.0,1,1.0,RENT,0,debt_consolidation
